wall_elapsed_s,ros_time,map_stamp,odom_stamp,map_frame,source_odom_frame,graph_frame,goal_frame,path_frame,initial_position_error_m,initial_yaw_error_deg,static_points,dynamic_points,graph_static_points,accumulated_static_points,graph_nodes,graph_edges,graph_components,largest_component,static_graph_nodes,static_graph_edges,static_graph_components,static_graph_largest,static_graph_invalid_frames,robot_component,robot_degree,blocked_edges,path_poses,path_length_m,path_goal_error_m,path_min_clearance_m,graph_edges_checked,graph_min_clearance_m,graph_clearance_violations,robot_static_clearance_m,waypoint_path_distance_m,reached,semantic_snapshot_s,semantic_update_s,semantic_callback_s,main_loop_s
43.513852,1786670437.049705,1769605495.157788,1769605495.257755,map_start,map,map_start,,,0.000000,0.000000,2222,0,3138,11512,64,90,2,62,51,61,9,42,40,62,3,0,0,0.000000,inf,inf,9,0.520862,0,0.455059,inf,0,0.003505,0.000773,0.004286,0.080875
43.911908,1786670437.443429,1769605495.557817,1769605495.657726,map_start,map,map_start,,,0.000000,0.000000,2116,0,3156,11520,64,87,2,62,52,64,6,47,41,62,4,0,0,0.000000,inf,inf,10,0.506607,0,0.443418,inf,0,0.004769,0.001166,0.005948,0.082800
44.308726,1786670437.847078,1769605495.957896,1769605495.957896,map_start,map,map_start,,,0.000000,0.000000,2102,0,3171,11560,65,83,4,60,52,63,7,44,42,1,0,0,0,0.000000,inf,inf,7,0.572580,0,0.389872,inf,0,0.004864,0.000781,0.005653,0.081622
44.712859,1786670438.251803,1769605496.257860,1769605496.357758,map_start,map,map_start,,,0.000000,0.000000,2072,0,3187,11588,63,86,3,59,53,69,7,45,43,59,2,0,0,0.000000,inf,inf,7,0.527148,0,0.604785,inf,0,0.004365,0.000782,0.005157,0.081622
45.109273,1786670438.644994,1769605496.657741,1769605496.657741,map_start,map,map_start,,,0.000000,0.000000,1988,0,3202,11949,70,104,3,66,53,70,7,45,44,66,3,0,0,0.000000,inf,inf,11,0.516415,0,0.519821,inf,0,0.003634,0.000759,0.004400,0.080412
45.515097,1786670439.048567,1769605496.857750,1769605497.057921,map_start,map,map_start,,,0.000000,0.000000,1969,0,3205,11989,74,116,2,72,54,71,7,48,45,72,1,0,0,0.000000,inf,inf,13,0.495000,0,0.449977,inf,0,0.005102,0.000876,0.005991,0.083854
45.913207,1786670439.452333,1769605497.357780,1769605497.457719,map_start,map,map_start,,,0.000000,0.000000,1928,0,3209,11997,72,110,2,70,54,70,7,48,46,70,3,0,0,0.000000,inf,inf,14,0.552101,0,0.632142,inf,0,0.003565,0.000755,0.004330,0.086078
46.328839,1786670439.865468,1769605497.757814,1769605497.757814,map_start,map,map_start,,,0.000000,0.000000,1930,0,3236,12015,78,143,1,78,56,75,6,51,47,78,8,0,0,0.000000,inf,inf,22,0.491464,0,0.584125,inf,0,0.005121,0.000769,0.005896,0.081026
46.730136,1786670440.268390,1769605498.058005,1769605498.157751,map_start,map,map_start,,,0.000000,0.000000,1862,0,3268,12038,76,139,1,76,57,76,7,51,48,76,8,0,0,0.000000,inf,inf,22,0.477104,0,0.438081,inf,0,0.003606,0.000770,0.004386,0.102838
47.151100,1786670440.691050,1769605498.457874,1769605498.557814,map_start,map,map_start,,,0.000000,0.000000,1792,0,3284,12045,81,143,1,81,57,74,7,51,49,81,9,0,0,0.000000,inf,inf,19,0.466398,0,0.562534,inf,0,0.005522,0.001183,0.006721,0.119207
47.532940,1786670441.064699,1769605498.857830,1769605498.857830,map_start,map,map_start,,,0.000000,0.000000,1786,0,3309,12107,75,127,1,75,58,75,7,52,50,75,7,0,0,0.000000,inf,inf,17,0.475681,0,0.456881,inf,0,0.003601,0.000758,0.004367,0.119207
47.940636,1786670441.477357,1769605499.157753,1769605499.257765,map_start,map,map_start,,,0.000000,0.000000,1722,0,3333,12162,77,128,1,77,61,81,7,55,51,77,4,0,0,0.000000,inf,inf,14,0.475366,0,0.478338,inf,0,0.004435,0.000767,0.005210,0.107534
48.334697,1786670441.869892,1769605499.557802,1769605499.557802,map_start,map,map_start,,,0.000000,0.000000,1691,0,3347,12207,77,122,1,77,63,87,6,58,52,77,7,0,0,0.000000,inf,inf,17,0.466109,0,0.476300,inf,0,0.003705,0.000783,0.004496,0.104666
48.738686,1786670442.273821,1769605499.857714,1769605499.957681,map_start,map,map_start,,,0.000000,0.000000,1678,0,3361,12228,74,125,1,74,63,89,6,58,53,74,8,0,0,0.000000,inf,inf,21,0.504541,0,0.681564,inf,0,0.003843,0.000771,0.004621,0.104666
49.138116,1786670442.677105,1769605500.257697,1769605500.257697,map_start,map,map_start,,,0.000000,0.000000,1670,0,3385,12257,78,139,1,78,64,90,7,58,54,78,8,0,0,0.000000,inf,inf,23,0.482396,0,0.653190,inf,0,0.003819,0.000772,0.004600,0.104159
49.543539,1786670443.080940,1769605500.557714,1769605500.657831,map_start,map,map_start,,,0.000000,0.000000,1647,0,3395,12290,83,150,1,83,68,91,7,62,55,83,5,0,0,0.000000,inf,inf,22,0.475573,0,0.554926,inf,0,0.005329,0.001153,0.006507,0.110063
49.947909,1786670443.484873,1769605500.957889,1769605501.057635,map_start,map,map_start,,,0.000000,0.000000,1616,0,3414,12312,90,195,1,90,67,92,6,62,56,90,12,0,0,0.000000,inf,inf,37,0.469794,0,0.552605,inf,0,0.005165,0.000895,0.006071,0.112836
50.354045,1786670443.889177,1769605501.357745,1769605501.357745,map_start,map,map_start,,,0.000000,0.000000,1598,0,3468,12383,86,154,1,86,67,90,8,60,57,86,2,0,0,0.000000,inf,inf,23,0.510738,0,0.308816,inf,0,0.005657,0.001171,0.006839,0.122417
50.760159,1786670444.293041,1769605501.657723,1769605501.757707,map_start,map,map_start,,,0.000000,0.000000,1362,0,3535,12559,84,145,1,84,71,96,9,62,58,84,6,0,0,0.000000,inf,inf,26,0.474706,0,0.485166,inf,0,0.005635,0.001130,0.006778,0.124253
51.162332,1786670444.695641,1769605502.057740,1769605502.157821,map_start,map,map_start,,,0.000000,0.000000,1346,0,3592,12635,91,177,1,91,71,99,9,62,59,91,7,0,0,0.000000,inf,inf,28,0.478861,0,0.389641,inf,0,0.004135,0.000799,0.004943,0.127192
51.573658,1786670445.109855,1769605502.457743,1769605502.457743,map_start,map,map_start,,,0.000000,0.000000,1570,0,3638,12822,89,154,3,85,69,89,11,55,60,1,0,0,0,0.000000,inf,inf,18,0.515317,0,0.330798,inf,0,0.004168,0.000808,0.004985,0.135362
51.959247,1786670445.492882,1769605502.757712,1769605502.857950,map_start,map,map_start,,,0.000000,0.000000,1532,0,3727,12869,89,157,3,85,69,87,12,55,61,1,0,0,0,0.000000,inf,inf,20,0.485911,0,0.366071,inf,0,0.004914,0.000826,0.005750,0.125902
52.348035,1786670445.885923,1769605503.057836,1769605503.157823,map_start,map,map_start,,,0.000000,0.000000,1466,0,3773,12920,86,146,2,83,73,94,11,61,62,83,4,0,0,0.000000,inf,inf,23,0.465413,0,0.361498,inf,0,0.004349,0.000873,0.005231,0.120775
52.753201,1786670446.288404,1769605503.457798,1769605503.557725,map_start,map,map_start,,,0.000000,0.000000,1399,0,3797,12969,96,174,2,93,75,100,12,62,63,93,2,0,0,0.000000,inf,inf,26,0.458261,0,0.366838,inf,0,0.004343,0.000880,0.005231,0.124246
53.157350,1786670446.691374,1769605503.857665,1769605503.857665,map_start,map,map_start,,,0.000000,0.000000,1401,0,3831,13024,91,155,2,89,76,100,12,64,64,89,3,0,0,0.000000,inf,inf,24,0.466234,0,0.425894,inf,0,0.004233,0.000859,0.005100,0.124246
53.544799,1786670447.084373,1769605504.157561,1769605504.257913,map_start,map,map_start,,,0.000000,0.000000,1387,0,3860,13062,93,165,2,91,77,100,13,63,65,91,7,0,0,0.000000,inf,inf,26,0.466234,0,0.392668,inf,0,0.004446,0.000841,0.005296,0.119973
53.949035,1786670447.488078,1769605504.557768,1769605504.557768,map_start,map,map_start,,,0.000000,0.000000,1113,0,3908,13335,91,158,2,89,77,100,13,63,66,89,1,0,0,0.000000,inf,inf,21,0.466234,0,0.374881,inf,0,0.005278,0.000859,0.006146,0.119973
54.360108,1786670447.891031,1769605504.957775,1769605504.957775,map_start,map,map_start,,,0.000000,0.000000,1384,0,3931,13424,91,162,2,89,79,105,13,66,67,89,11,0,0,0.000000,inf,inf,31,0.456538,0,0.460334,inf,0,0.006223,0.001286,0.007521,0.128595
54.750652,1786670448.284653,1769605505.257812,1769605505.357723,map_start,map,map_start,,,0.000000,0.000000,1382,0,3967,13483,94,174,2,92,80,109,12,67,68,92,13,0,0,0.000000,inf,inf,33,0.466234,0,0.581143,inf,0,0.006139,0.000901,0.007050,0.128595
55.156515,1786670448.687217,1769605505.657798,1769605505.657798,map_start,map,map_start,,,0.000000,0.000000,1377,0,3999,13525,93,168,2,91,82,113,10,71,69,91,12,0,0,0.000000,inf,inf,30,0.470565,0,0.662463,inf,0,0.006502,0.001325,0.007839,0.125528
55.567118,1786670449.101320,1769605505.957715,1769605506.057823,map_start,map,map_start,,,0.000000,0.000000,1358,0,4014,13557,104,214,2,102,83,120,10,73,70,102,18,0,0,0.000000,inf,inf,40,0.469520,0,0.938041,inf,0,0.004662,0.000918,0.005587,0.128109
55.965076,1786670449.504363,1769605506.357789,1769605506.457700,map_start,map,map_start,,,0.000000,0.000000,1363,0,4057,13608,107,221,2,104,84,122,10,74,71,104,18,0,0,0.000000,inf,inf,41,0.476426,0,0.585717,inf,0,0.006246,0.000926,0.007182,0.136588
56.362055,1786670449.897224,1769605506.657721,1769605506.757703,map_start,map,map_start,,,0.000000,0.000000,1291,0,4077,13624,103,209,1,103,80,115,9,72,72,103,13,0,0,0.000000,inf,inf,34,0.461623,0,0.617006,inf,0,0.005572,0.000922,0.006504,0.138585
56.764311,1786670450.300688,1769605507.057894,1769605507.157859,map_start,map,map_start,,,0.000000,0.000000,1365,0,4109,13718,108,232,1,108,82,116,9,74,73,108,12,0,0,0.000000,inf,inf,40,0.468775,0,0.892645,inf,0,0.004711,0.000902,0.005622,0.133485
57.161810,1786670450.694917,1769605507.457707,1769605507.457707,map_start,map,map_start,,,0.000000,0.000000,1344,0,4137,13792,110,236,1,110,86,125,10,77,74,110,12,0,0,0.000000,inf,inf,40,0.474727,0,0.926343,inf,0,0.005317,0.000937,0.006265,0.133485
57.561424,1786670451.098090,1769605507.657883,1769605507.857690,map_start,map,map_start,,,0.000000,0.000000,1287,0,4164,13860,112,221,2,111,86,126,9,78,75,1,0,0,0,0.000000,inf,inf,25,0.478631,0,0.688006,inf,0,0.004873,0.000932,0.005815,0.135718
57.972181,1786670451.511748,1769605508.157829,1769605508.157829,map_start,map,map_start,,,0.000000,0.000000,1302,0,4200,13947,109,233,1,109,89,129,11,79,76,109,12,0,0,0.000000,inf,inf,36,0.461528,0,0.637187,inf,0,0.005465,0.000890,0.006364,0.133586
58.382132,1786670451.914955,1769605508.457816,1769605508.557716,map_start,map,map_start,,,0.000000,0.000000,1304,0,4227,14025,112,225,2,111,89,123,14,74,77,1,0,0,0,0.000000,inf,inf,23,0.501857,0,0.546381,inf,0,0.004763,0.000929,0.005699,0.156434
58.778824,1786670452.317532,1769605508.857680,1769605508.957728,map_start,map,map_start,,,0.000000,0.000000,1370,0,4278,14166,117,246,1,117,90,129,10,79,78,117,13,0,0,0.000000,inf,inf,34,0.495263,0,0.748624,inf,0,0.004912,0.000925,0.005846,0.156434
59.184192,1786670452.720261,1769605509.257703,1769605509.257703,map_start,map,map_start,,,0.000000,0.000000,1320,0,4331,14242,120,259,1,120,92,138,9,82,79,120,15,0,0,0.000000,inf,inf,40,0.474151,0,1.022191,inf,0,0.004895,0.000932,0.005838,0.150115
59.588915,1786670453.123802,1769605509.557772,1769605509.657708,map_start,map,map_start,,,0.000000,0.000000,1381,0,4381,14326,126,265,1,126,91,135,9,81,80,126,11,0,0,0.000000,inf,inf,39,0.467067,0,0.938166,inf,0,0.006864,0.001351,0.008228,0.152105
59.998989,1786670453.536559,1769605509.957908,1769605510.057800,map_start,map,map_start,,,0.000000,0.000000,1340,0,4398,14371,127,267,1,127,91,138,8,84,81,127,10,0,0,0.000000,inf,inf,38,0.479280,0,0.855400,inf,0,0.006818,0.001341,0.008174,0.164311
60.393250,1786670453.929989,1769605510.257720,1769605510.357758,map_start,map,map_start,,,0.000000,0.000000,1306,0,4420,14429,122,257,1,122,95,146,8,88,82,122,12,0,0,0.000000,inf,inf,35,0.464577,0,0.789973,inf,0,0.005622,0.000938,0.006570,0.171936
60.799199,1786670454.333740,1769605510.657885,1769605510.757802,map_start,map,map_start,,,0.000000,0.000000,1288,0,4466,14516,122,258,1,122,95,144,9,86,83,122,12,0,0,0.000000,inf,inf,33,0.463712,0,0.727692,inf,0,0.005084,0.000961,0.006052,0.163310
61.196597,1786670454.736377,1769605511.057884,1769605511.057884,map_start,map,map_start,,,0.000000,0.000000,1295,0,4509,14594,121,250,1,121,95,140,8,88,84,121,11,0,0,0.000000,inf,inf,34,0.464899,0,0.652079,inf,0,0.005327,0.000990,0.006326,0.165253
61.597992,1786670455.128835,1769605511.357732,1769605511.457835,map_start,map,map_start,,,0.000000,0.000000,1337,0,4556,14694,121,254,1,121,100,165,8,93,85,121,10,0,0,0.000000,inf,inf,32,0.492381,0,0.601386,inf,0,0.007398,0.001377,0.008788,0.170372
62.007484,1786670455.542017,1769605511.757878,1769605511.757878,map_start,map,map_start,,,0.000000,0.000000,1236,0,4565,14710,122,251,1,122,103,173,9,95,86,122,9,0,0,0.000000,inf,inf,33,0.542878,0,0.564883,inf,0,0.007000,0.001439,0.008451,0.168192
62.386637,1786670455.924409,1769605512.057887,1769605512.157826,map_start,map,map_start,,,0.000000,0.000000,1283,0,4584,14734,122,247,2,120,105,179,9,97,87,120,8,0,0,0.000000,inf,inf,31,0.501588,0,0.542756,inf,0,0.005233,0.001013,0.006255,0.175295
62.786584,1786670456.316792,1769605512.457881,1769605512.457881,map_start,map,map_start,,,0.000000,0.000000,1217,0,4591,14750,122,248,1,122,106,177,9,98,88,122,7,0,0,0.000000,inf,inf,31,0.493204,0,0.396831,inf,0,0.006102,0.001009,0.007121,0.161127
63.192884,1786670456.730035,1769605512.757771,1769605512.857788,map_start,map,map_start,,,0.000000,0.000000,991,0,4693,15660,123,229,3,119,106,169,10,96,89,119,3,0,0,0.000000,inf,inf,25,0.474619,0,0.365151,inf,0,0.005372,0.001027,0.006407,0.159116
63.585024,1786670457.122964,1769605513.157681,1769605513.257771,map_start,map,map_start,,,0.000000,0.000000,1063,0,4737,15776,125,238,2,123,108,176,10,97,90,123,2,0,0,0.000000,inf,inf,25,0.473314,0,0.356220,inf,0,0.005791,0.001028,0.006829,0.162556
63.993366,1786670457.525692,1769605513.357722,1769605513.558049,map_start,map,map_start,,,0.000000,0.000000,1109,0,4784,15876,125,238,1,125,109,182,10,99,91,125,1,0,0,0.000000,inf,inf,22,0.543867,0,0.309241,inf,0,0.005284,0.001038,0.006330,0.150804
64.395788,1786670457.930176,1769605513.857721,1769605513.957836,map_start,map,map_start,,,0.000000,0.000000,1093,0,4803,15916,127,240,2,125,109,183,9,100,92,125,1,0,0,0.000000,inf,inf,22,0.537780,0,0.301440,inf,0,0.005214,0.001042,0.006265,0.166723
64.795913,1786670458.333532,1769605514.257831,1769605514.257831,map_start,map,map_start,,,0.000000,0.000000,1105,0,4828,15940,122,238,1,122,109,185,9,101,93,122,1,0,0,0.000000,inf,inf,23,0.522885,0,0.264047,inf,0,0.005155,0.001044,0.006208,0.165825
65.178954,1786670458.715963,1769605514.557772,1769605514.657821,map_start,map,map_start,,,0.000000,0.000000,1131,0,4861,16004,124,243,1,124,109,186,9,101,94,124,2,0,0,0.000000,inf,inf,21,0.474624,0,0.280435,inf,0,0.005174,0.001078,0.006262,0.162683
65.593003,1786670459.129264,1769605514.957720,1769605514.957720,map_start,map,map_start,,,0.000000,0.000000,1119,0,4881,16040,128,260,1,128,109,186,9,101,95,128,5,0,0,0.000000,inf,inf,26,0.493895,0,0.405774,inf,0,0.005432,0.001060,0.006500,0.152835
65.997450,1786670459.532219,1769605515.357776,1769605515.357776,map_start,map,map_start,,,0.000000,0.000000,1128,0,4911,16073,128,248,2,126,109,180,10,99,96,126,1,0,0,0.000000,inf,inf,20,0.488440,0,0.333265,inf,0,0.007243,0.001063,0.008315,0.162799
66.387538,1786670459.924877,1769605515.657808,1769605515.757948,map_start,map,map_start,,,0.000000,0.000000,1163,0,4936,16125,132,257,2,130,109,183,9,101,97,130,2,0,0,0.000000,inf,inf,25,0.506259,0,0.452155,inf,0,0.005387,0.001084,0.006479,0.164912
66.793395,1786670460.328736,1769605516.057900,1769605516.057900,map_start,map,map_start,,,0.000000,0.000000,1237,0,4974,16437,132,259,3,129,109,183,9,101,98,1,0,0,0,0.000000,inf,inf,18,0.683818,0,0.349009,inf,0,0.005867,0.001060,0.006935,0.161326
67.190564,1786670460.722160,1769605516.357710,1769605516.457698,map_start,map,map_start,,,0.000000,0.000000,1245,0,4987,16477,133,265,1,133,112,186,9,104,99,133,3,0,0,0.000000,inf,inf,22,0.531944,0,0.530027,inf,0,0.005173,0.001097,0.006281,0.164027
67.588417,1786670461.125371,1769605516.757798,1769605516.857873,map_start,map,map_start,,,0.000000,0.000000,1219,0,4997,16503,134,268,1,134,113,182,11,103,100,134,7,0,0,0.000000,inf,inf,24,0.480009,0,0.431078,inf,0,0.007092,0.001114,0.008216,0.157944
68.007470,1786670461.537887,1769605517.157694,1769605517.157694,map_start,map,map_start,,,0.000000,0.000000,1307,0,5026,16552,139,283,2,137,114,178,12,102,101,137,3,0,0,0.000000,inf,inf,25,0.547915,0,0.528074,inf,0,0.007641,0.001699,0.009355,0.162953
68.398592,1786670461.930326,1769605517.457896,1769605517.557786,map_start,map,map_start,,,0.000000,0.000000,1154,0,5041,16702,139,301,1,139,116,173,15,97,102,139,11,0,0,0.000000,inf,inf,36,0.471269,0,0.759671,inf,0,0.005223,0.001094,0.006327,0.178604
68.798731,1786670462.333472,1769605517.857792,1769605517.857792,map_start,map,map_start,,,0.000000,0.000000,1213,0,5061,16761,136,286,1,136,118,182,14,104,103,136,11,0,0,0.000000,inf,inf,31,0.500456,0,0.678404,inf,0,0.005350,0.001089,0.006448,0.167626
69.203442,1786670462.736638,1769605518.157702,1769605518.257747,map_start,map,map_start,,,0.000000,0.000000,1188,0,5080,16813,139,299,2,136,115,176,15,100,104,136,12,0,0,0.000000,inf,inf,33,0.515037,0,0.556774,inf,0,0.006683,0.001118,0.007810,0.165228
69.615397,1786670463.149699,1769605518.557756,1769605518.658003,map_start,map,map_start,,,0.000000,0.000000,1147,0,5112,16854,142,319,1,142,119,184,14,105,105,142,15,0,0,0.000000,inf,inf,39,0.476480,0,0.608675,inf,0,0.008050,0.001564,0.009637,0.175763
70.022516,1786670463.562356,1769605518.957757,1769605518.957757,map_start,map,map_start,,,0.000000,0.000000,1159,0,5121,16885,143,301,2,140,120,193,14,106,106,140,8,0,0,0.000000,inf,inf,34,0.485256,0,0.444372,inf,0,0.005403,0.001153,0.006564,0.184849
70.410030,1786670463.944662,1769605519.257727,1769605519.357882,map_start,map,map_start,,,0.000000,0.000000,1158,0,5136,16985,138,270,2,135,122,192,13,109,107,135,7,0,0,0.000000,inf,inf,28,0.466628,0,0.519848,inf,0,0.005907,0.001205,0.007120,0.190029
70.818288,1786670464.358143,1769605519.657787,1769605519.657787,map_start,map,map_start,,,0.000000,0.000000,1112,0,5154,17024,142,287,2,138,124,202,13,111,108,138,6,0,0,0.000000,inf,inf,27,0.483172,0,0.460981,inf,0,0.006343,0.001123,0.007475,0.184611
71.222375,1786670464.761487,1769605519.957750,1769605520.057745,map_start,map,map_start,,,0.000000,0.000000,1107,0,5185,17111,141,283,2,137,124,200,12,112,109,137,10,0,0,0.000000,inf,inf,28,0.465267,0,0.692074,inf,0,0.008421,0.001115,0.009544,0.189368
71.600915,1786670465.133894,1769605520.357724,1769605520.357724,map_start,map,map_start,,,0.000000,0.000000,1046,0,5203,17147,140,298,2,138,124,201,13,111,110,138,11,0,0,0.000000,inf,inf,31,0.479550,0,0.521337,inf,0,0.005601,0.001120,0.006731,0.190499
72.007747,1786670465.546817,1769605520.757725,1769605520.757725,map_start,map,map_start,,,0.000000,0.000000,1028,0,5222,17185,142,290,2,137,124,196,14,110,111,137,6,0,0,0.000000,inf,inf,25,0.474829,0,0.512379,inf,0,0.005672,0.001112,0.006796,0.176226
72.409603,1786670465.939880,1769605521.057761,1769605521.157737,map_start,map,map_start,,,0.000000,0.000000,962,0,5235,17209,144,293,2,139,125,198,13,112,112,139,5,0,0,0.000000,inf,inf,23,0.475225,0,0.443335,inf,0,0.005601,0.001126,0.006734,0.180435
72.821985,1786670466.353103,1769605521.457760,1769605521.457760,map_start,map,map_start,,,0.000000,0.000000,833,0,5250,17291,149,309,1,149,126,192,15,111,113,149,10,0,0,0.000000,inf,inf,32,0.468281,0,0.590450,inf,0,0.007162,0.001125,0.008299,0.179528
73.216792,1786670466.755746,1769605521.757811,1769605521.857782,map_start,map,map_start,,,0.000000,0.000000,804,0,5260,17311,150,302,1,150,127,201,14,113,114,150,10,0,0,0.000000,inf,inf,31,0.496718,0,0.627108,inf,0,0.005481,0.001098,0.006587,0.187701
73.617038,1786670467.149160,1769605522.157823,1769605522.157823,map_start,map,map_start,,,0.000000,0.000000,889,0,5262,17388,149,300,1,149,127,195,15,112,115,149,8,0,0,0.000000,inf,inf,27,0.474713,0,0.620638,inf,0,0.005377,0.001092,0.006478,0.189713
74.039164,1786670467.573256,1769605522.557938,1769605522.557938,map_start,map,map_start,,,0.000000,0.000000,911,0,5279,17417,152,332,1,152,128,199,14,114,116,152,10,0,0,0.000000,inf,inf,27,0.475527,0,0.565316,inf,0,0.005997,0.001102,0.007108,0.187175
74.447883,1786670467.986212,1769605522.857822,1769605522.957712,map_start,map,map_start,,,0.000000,0.000000,903,0,5299,17477,156,344,1,156,130,201,16,114,117,156,11,0,0,0.000000,inf,inf,32,0.488287,0,0.749198,inf,0,0.005585,0.001112,0.006706,0.204907
74.869916,1786670468.409562,1769605523.157817,1769605523.357841,map_start,map,map_start,,,0.000000,0.000000,875,0,5307,17501,162,378,1,162,132,201,15,117,118,162,14,0,0,0.000000,inf,inf,38,0.484132,0,0.788245,inf,0,0.006148,0.001095,0.007252,0.239117
75.302508,1786670468.832592,1769605523.657771,1769605523.657771,map_start,map,map_start,,,0.000000,0.000000,885,0,5324,17537,168,422,1,168,132,200,15,117,119,168,24,0,0,0.000000,inf,inf,52,0.496536,0,0.899050,inf,0,0.005530,0.001114,0.006652,0.239117
75.674874,1786670469.214938,1769605523.957741,1769605524.057674,map_start,map,map_start,,,0.000000,0.000000,891,0,5340,17561,169,420,1,169,134,212,15,119,120,169,15,0,0,0.000000,inf,inf,51,0.489713,0,1.175618,inf,0,0.005815,0.001108,0.006934,0.248386
76.097256,1786670469.629204,1769605524.357810,1769605524.357810,map_start,map,map_start,,,0.000000,0.000000,851,0,5346,17569,173,469,1,173,133,214,14,119,121,173,31,0,0,0.000000,inf,inf,66,0.477754,0,1.437593,inf,0,0.005612,0.001104,0.006725,0.248386
76.497092,1786670470.031970,1769605524.657940,1769605524.757941,map_start,map,map_start,,,0.000000,0.000000,852,0,5370,17601,173,462,1,173,134,212,15,119,122,173,33,0,0,0.000000,inf,inf,73,0.484588,0,1.835863,inf,0,0.005479,0.001103,0.006591,0.264134
76.897370,1786670470.434561,1769605525.057892,1769605525.157826,map_start,map,map_start,,,0.000000,0.000000,817,0,5384,17628,172,454,1,172,135,218,14,121,123,172,30,0,0,0.000000,inf,inf,66,0.479791,0,1.870767,inf,0,0.005702,0.001125,0.006837,0.264134
77.297744,1786670470.837227,1769605525.457696,1769605525.457696,map_start,map,map_start,,,0.000000,0.000000,833,0,5408,17680,164,406,1,164,134,204,15,119,124,164,27,0,0,0.000000,inf,inf,57,0.478958,0,1.686743,inf,0,0.005920,0.001129,0.007059,0.269540
77.695066,1786670471.230765,1769605525.757843,1769605525.857754,map_start,map,map_start,,,0.000000,0.000000,837,0,5446,17718,167,418,1,167,138,213,16,122,125,167,27,0,0,0.000000,inf,inf,57,0.485200,0,1.495104,inf,0,0.007892,0.001609,0.009513,0.269540
78.106397,1786670471.645325,1769605526.157991,1769605526.157991,map_start,map,map_start,,,0.000000,0.000000,838,0,5462,17739,163,390,1,163,139,218,16,123,126,163,15,0,0,0.000000,inf,inf,42,0.472041,0,1.428717,inf,0,0.005875,0.001106,0.006989,0.264446
78.497589,1786670472.028458,1769605526.457738,1769605526.557764,map_start,map,map_start,,,0.000000,0.000000,853,0,5488,17790,172,422,1,172,140,219,17,123,127,172,15,0,0,0.000000,inf,inf,49,0.491940,0,1.473360,inf,0,0.006025,0.001143,0.007176,0.271795
78.901004,1786670472.431832,1769605526.857772,1769605526.857772,map_start,map,map_start,,,0.000000,0.000000,817,0,5498,17831,172,395,1,172,141,224,16,125,128,172,18,0,0,0.000000,inf,inf,51,0.470086,0,1.604241,inf,0,0.006910,0.001133,0.008053,0.268070
79.301581,1786670472.834372,1769605527.157792,1769605527.257869,map_start,map,map_start,,,0.000000,0.000000,862,0,5535,17899,171,392,1,171,141,221,17,125,129,171,12,0,0,0.000000,inf,inf,41,0.476506,0,1.205161,inf,0,0.006094,0.001146,0.007250,0.268755
79.704263,1786670473.237579,1769605527.557845,1769605527.657699,map_start,map,map_start,,,0.000000,0.000000,858,0,5552,17950,175,407,1,175,142,225,16,127,130,175,13,0,0,0.000000,inf,inf,49,0.464315,0,0.926481,inf,0,0.006077,0.001119,0.007206,0.276958
80.114378,1786670473.650086,1769605527.957840,1769605527.957840,map_start,map,map_start,,,0.000000,0.000000,847,0,5566,17966,170,386,1,170,143,227,17,127,131,170,10,0,0,0.000000,inf,inf,41,0.475376,0,1.239690,inf,0,0.006055,0.001124,0.007187,0.276972
80.525539,1786670474.064173,1769605528.257758,1769605528.357811,map_start,map,map_start,,,0.000000,0.000000,789,0,5578,17990,169,367,1,169,144,227,19,126,132,169,12,0,0,0.000000,inf,inf,39,0.538297,0,1.275199,inf,0,0.005995,0.001141,0.007144,0.283841
80.912008,1786670474.448311,1769605528.557729,1769605528.657841,map_start,map,map_start,,,0.000000,0.000000,759,0,5592,18010,167,361,1,167,146,232,20,127,133,167,13,0,0,0.000000,inf,inf,42,0.471759,0,1.313603,inf,0,0.005886,0.001159,0.007053,0.285126
81.311553,1786670474.841937,1769605528.957741,1769605529.057880,map_start,map,map_start,,,0.000000,0.000000,830,0,5634,18078,164,369,1,164,147,228,21,127,134,164,26,0,0,0.000000,inf,inf,53,0.469380,0,1.006839,inf,0,0.006245,0.001150,0.007403,0.285126
81.713388,1786670475.244868,1769605529.357755,1769605529.457794,map_start,map,map_start,,,0.000000,0.000000,832,0,5647,18105,167,364,2,165,146,221,20,127,135,165,23,0,0,0.000000,inf,inf,50,0.498976,0,1.045408,inf,0,0.006355,0.001163,0.007525,0.286630
82.121493,1786670475.657515,1769605529.657809,1769605529.757716,map_start,map,map_start,,,0.000000,0.000000,870,0,5681,18197,164,352,1,164,143,214,21,123,136,164,14,0,0,0.000000,inf,inf,41,0.475488,0,1.082657,inf,0,0.006088,0.001193,0.007289,0.286630
82.525172,1786670476.060349,1769605530.057693,1769605530.157917,map_start,map,map_start,,,0.000000,0.000000,896,0,5719,18261,166,393,1,166,145,220,22,124,137,166,27,0,0,0.000000,inf,inf,54,0.477441,0,1.118363,inf,0,0.008597,0.001739,0.010351,0.293834
82.928521,1786670476.463541,1769605530.457724,1769605530.557750,map_start,map,map_start,,,0.000000,0.000000,869,0,5728,18306,170,368,1,170,144,216,22,123,138,170,13,0,0,0.000000,inf,inf,41,0.492330,0,1.161029,inf,0,0.006082,0.001176,0.007268,0.294588
