wall_elapsed_s,ros_time,map_stamp,odom_stamp,map_frame,source_odom_frame,graph_frame,goal_frame,path_frame,initial_position_error_m,initial_yaw_error_deg,static_points,dynamic_points,graph_static_points,accumulated_static_points,graph_nodes,graph_edges,graph_components,largest_component,robot_component,robot_degree,blocked_edges,path_poses,path_length_m,path_goal_error_m,path_min_clearance_m,graph_edges_checked,graph_min_clearance_m,graph_clearance_violations,waypoint_path_distance_m,reached,semantic_snapshot_s,semantic_update_s,semantic_callback_s,main_loop_s
23.159176,1786670406.575298,1769605467.957775,1769605468.057817,map_start,map,map_start,,,0.000000,0.000000,1081,0,482,1177,46,92,2,45,1,0,0,0,0.000000,inf,inf,37,0.489514,0,inf,0,0.003823,0.000817,0.004670,0.017376
23.962712,1786670406.974892,1769605468.357821,1769605468.457785,map_start,map,map_start,,,0.000000,0.000000,1259,0,556,1354,48,99,2,47,1,0,0,0,0.000000,inf,inf,45,0.494643,0,inf,0,0.003108,0.000528,0.003656,0.021993
24.773899,1786670407.383960,1769605468.757795,1769605468.757795,map_start,map,map_start,,,0.000000,0.000000,1380,0,593,1511,46,99,2,45,1,0,0,0,0.000000,inf,inf,43,0.503252,0,inf,0,0.004375,0.001100,0.005496,0.025957
25.573655,1786670407.782787,1769605469.157821,1769605469.157821,map_start,map,map_start,,,0.000000,0.000000,1528,0,653,1643,47,99,2,46,1,0,0,0,0.000000,inf,inf,35,0.492711,0,inf,0,0.003651,0.000937,0.004619,0.028997
26.364733,1786670408.177961,1769605469.457753,1769605469.457753,map_start,map,map_start,,,0.000000,0.000000,1676,0,709,1807,41,88,2,40,1,0,0,0,0.000000,inf,inf,28,0.480965,0,inf,0,0.002684,0.000488,0.003187,0.031569
27.175962,1786670408.583367,1769605469.857767,1769605469.857767,map_start,map,map_start,,,0.000000,0.000000,1759,0,749,1890,40,82,2,39,1,0,0,0,0.000000,inf,inf,28,0.492046,0,inf,0,0.002213,0.000663,0.002893,0.022517
27.972392,1786670408.982886,1769605470.157923,1769605470.257796,map_start,map,map_start,,,0.000000,0.000000,1855,0,796,1978,37,78,2,36,1,0,0,0,0.000000,inf,inf,28,0.477232,0,inf,0,0.003714,0.001096,0.004840,0.032612
28.779276,1786670409.383748,1769605470.557749,1769605470.557749,map_start,map,map_start,,,0.000000,0.000000,1960,0,874,2141,43,80,2,42,1,0,0,0,0.000000,inf,inf,33,0.490928,0,inf,0,0.003035,0.001355,0.004417,0.035080
29.583867,1786670409.787878,1769605470.857691,1769605470.957817,map_start,map,map_start,,,0.000000,0.000000,2073,0,948,2283,46,99,1,46,46,10,0,0,0.000000,inf,inf,42,0.308833,10,inf,0,0.005547,0.000540,0.006100,0.035080
30.374431,1786670410.182362,1769605471.257880,1769605471.257880,map_start,map,map_start,,,0.000000,0.000000,2115,0,992,2356,48,104,1,48,48,11,0,0,0.000000,inf,inf,49,0.273123,10,inf,0,0.004935,0.000916,0.005878,0.041408
31.173827,1786670410.582110,1769605471.557762,1769605471.657726,map_start,map,map_start,,,0.000000,0.000000,2103,0,1019,2395,46,100,1,46,46,8,0,0,0.000000,inf,inf,45,0.290452,7,inf,0,0.005123,0.000351,0.005483,0.033422
31.980236,1786670410.987113,1769605471.957796,1769605472.057874,map_start,map,map_start,,,0.000000,0.000000,2102,0,1046,2435,49,92,3,47,47,7,0,0,0.000000,inf,inf,43,0.379351,2,inf,0,0.005689,0.000348,0.006044,0.032940
32.779200,1786670411.384324,1769605472.257710,1769605472.357723,map_start,map,map_start,,,0.000000,0.000000,2100,0,1061,2459,45,92,3,43,43,8,0,0,0.000000,inf,inf,41,0.474337,0,inf,0,0.005214,0.001226,0.006463,0.039060
33.598492,1786670411.792329,1769605472.657699,1769605472.757741,map_start,map,map_start,,,0.000000,0.000000,2140,0,1104,2529,59,143,2,58,58,10,0,0,0.000000,inf,inf,51,0.470626,0,inf,0,0.006472,0.001445,0.007941,0.043266
34.382528,1786670412.186622,1769605473.057774,1769605473.057774,map_start,map,map_start,,,0.000000,0.000000,2175,0,1130,2603,54,116,3,52,52,9,0,0,0.000000,inf,inf,44,0.480364,0,inf,0,0.003710,0.001175,0.004907,0.056294
35.188361,1786670412.590794,1769605473.357780,1769605473.457622,map_start,map,map_start,,,0.000000,0.000000,2227,0,1211,2695,52,109,2,51,1,0,0,0,0.000000,inf,inf,30,0.471143,0,inf,0,0.003783,0.000700,0.004494,0.042457
35.992738,1786670412.991230,1769605473.757843,1769605473.857809,map_start,map,map_start,,,0.000000,0.000000,2285,0,1258,2787,61,145,1,61,61,11,0,0,0.000000,inf,inf,45,0.474500,0,inf,0,0.005768,0.000640,0.006429,0.050816
36.793899,1786670413.391369,1769605474.157850,1769605474.157850,map_start,map,map_start,,,0.000000,0.000000,2346,0,1303,2862,63,138,2,62,1,0,0,0,0.000000,inf,inf,38,0.472825,0,inf,0,0.005898,0.000424,0.006328,0.054462
37.604956,1786670413.795931,1769605474.457772,1769605474.557888,map_start,map,map_start,,,0.000000,0.000000,2437,0,1361,2964,58,126,1,58,58,10,0,0,0.000000,inf,inf,42,0.498974,0,inf,0,0.006671,0.000974,0.007675,0.054462
38.406991,1786670414.200212,1769605474.857772,1769605474.857772,map_start,map,map_start,,,0.000000,0.000000,2465,0,1367,3063,63,130,2,62,62,10,0,0,0.000000,inf,inf,47,0.496784,0,inf,0,0.006250,0.001747,0.008022,0.070159
39.196389,1786670414.594232,1769605475.157749,1769605475.257842,map_start,map,map_start,,,0.000000,0.000000,2532,0,1415,3157,63,130,2,62,62,10,0,0,0.000000,inf,inf,44,0.484266,0,inf,0,0.006630,0.000559,0.007215,0.070159
