wall_elapsed_s,ros_time,map_stamp,odom_stamp,map_frame,source_odom_frame,graph_frame,goal_frame,path_frame,initial_position_error_m,initial_yaw_error_deg,static_points,dynamic_points,graph_static_points,accumulated_static_points,graph_nodes,graph_edges,graph_components,largest_component,robot_component,robot_degree,blocked_edges,path_poses,path_length_m,path_goal_error_m,path_min_clearance_m,graph_edges_checked,graph_min_clearance_m,graph_clearance_violations,waypoint_path_distance_m,reached,semantic_snapshot_s,semantic_update_s,semantic_callback_s,main_loop_s
3.930650,1786670396.959867,1769605459.457861,1769605459.457861,map_start,map,map_start,,,0.000000,0.000000,364,0,109,364,22,58,1,22,22,12,0,0,0.000000,inf,inf,32,0.485995,0,inf,0,0.003238,0.000390,0.003657,0.000000
4.743497,1786670397.368323,1769605459.857742,1769605459.857742,map_start,map,map_start,,,0.000000,0.000000,420,0,133,432,22,57,1,22,22,11,0,0,0.000000,inf,inf,31,0.461736,0,inf,0,0.001961,0.000332,0.002326,0.000084
5.541345,1786670397.767536,1769605460.157801,1769605460.157801,map_start,map,map_start,,,0.000000,0.000000,480,0,157,492,23,57,1,23,23,9,0,0,0.000000,inf,inf,29,0.473785,0,inf,0,0.001956,0.000434,0.002418,0.010979
6.339125,1786670398.165407,1769605460.557768,1769605460.557768,map_start,map,map_start,,,0.000000,0.000000,536,0,181,544,21,46,1,21,21,7,0,0,0.000000,inf,inf,25,0.473785,0,inf,0,0.002025,0.000752,0.002808,0.012888
7.145602,1786670398.568219,1769605460.857878,1769605460.957700,map_start,map,map_start,,,0.000000,0.000000,548,0,185,568,22,49,1,22,22,7,0,0,0.000000,inf,inf,26,0.473785,0,inf,0,0.001832,0.000375,0.002232,0.012888
7.946241,1786670398.966523,1769605461.257947,1769605461.257947,map_start,map,map_start,,,0.000000,0.000000,560,0,201,584,22,50,1,22,22,8,0,0,0.000000,inf,inf,28,0.478615,0,inf,0,0.002184,0.000439,0.002646,0.013139
8.735987,1786670399.365452,1769605461.557801,1769605461.657746,map_start,map,map_start,,,0.000000,0.000000,564,0,204,588,22,52,1,22,22,8,0,0,0.000000,inf,inf,28,0.478615,0,inf,0,0.001899,0.000169,0.002079,0.017651
9.547202,1786670399.770082,1769605461.957834,1769605462.057748,map_start,map,map_start,,,0.000000,0.000000,560,0,207,596,23,54,1,23,23,8,0,0,0.000000,inf,inf,28,0.478615,0,inf,0,0.002305,0.000624,0.003010,0.009836
10.345753,1786670400.168727,1769605462.357857,1769605462.357857,map_start,map,map_start,,,0.000000,0.000000,576,0,216,616,22,52,1,22,22,8,0,0,0.000000,inf,inf,27,0.476712,0,inf,0,0.001152,0.000247,0.001413,0.021169
11.140212,1786670400.567015,1769605462.657860,1769605462.757703,map_start,map,map_start,,,0.000000,0.000000,624,0,231,660,25,60,1,25,25,8,0,0,0.000000,inf,inf,30,0.476712,0,inf,0,0.002152,0.000389,0.002562,0.012282
11.933510,1786670400.959997,1769605463.057787,1769605463.057787,map_start,map,map_start,,,0.000000,0.000000,632,0,231,668,25,59,1,25,25,8,0,0,0.000000,inf,inf,30,0.476712,0,inf,0,0.001310,0.000237,0.001561,0.010755
12.756219,1786670401.374708,1769605463.358770,1769605463.457826,map_start,map,map_start,,,0.000000,0.000000,624,0,231,676,29,62,2,27,27,7,0,0,0.000000,inf,inf,31,0.480433,0,inf,0,0.002347,0.000522,0.002899,0.008215
13.552705,1786670401.772958,1769605463.757796,1769605463.757796,map_start,map,map_start,,,0.000000,0.000000,636,0,242,708,29,62,2,27,27,7,0,0,0.000000,inf,inf,31,0.455408,0,inf,0,0.002050,0.000427,0.002499,0.021697
14.337648,1786670402.165583,1769605464.057722,1769605464.157863,map_start,map,map_start,,,0.000000,0.000000,652,0,245,712,28,62,2,27,27,8,0,0,0.000000,inf,inf,32,0.485456,0,inf,0,0.001301,0.000227,0.001539,0.021280
15.157792,1786670402.574275,1769605464.457789,1769605464.557767,map_start,map,map_start,,,0.000000,0.000000,664,0,253,716,31,75,2,30,30,8,0,0,0.000000,inf,inf,32,0.485456,0,inf,0,0.002187,0.000436,0.002648,0.010911
15.950240,1786670402.972937,1769605464.857798,1769605464.857798,map_start,map,map_start,,,0.000000,0.000000,656,0,250,716,31,75,2,30,30,8,0,0,0.000000,inf,inf,32,0.485456,0,inf,0,0.002394,0.000530,0.002957,0.024179
16.741223,1786670403.366442,1769605465.157680,1769605465.157680,map_start,map,map_start,,,0.000000,0.000000,668,0,252,724,31,76,2,30,30,8,0,0,0.000000,inf,inf,32,0.455827,0,inf,0,0.000579,0.000130,0.000717,0.019311
17.547897,1786670403.770279,1769605465.557701,1769605465.557701,map_start,map,map_start,,,0.000000,0.000000,660,0,262,740,31,76,2,30,30,8,0,0,0.000000,inf,inf,32,0.455827,0,inf,0,0.002647,0.000546,0.003224,0.013225
18.361466,1786670404.174564,1769605465.857830,1769605465.957759,map_start,map,map_start,,,0.000000,0.000000,676,0,285,768,36,99,2,35,35,10,0,0,0.000000,inf,inf,40,0.486200,0,inf,0,0.002848,0.000607,0.003485,0.021460
19.155071,1786670404.572973,1769605466.157845,1769605466.257717,map_start,map,map_start,,,0.000000,0.000000,763,0,323,831,39,98,3,37,1,0,0,0,0.000000,inf,inf,34,0.469297,0,inf,0,0.002559,0.000536,0.003124,0.027057
19.952470,1786670404.971606,1769605466.657809,1769605466.657809,map_start,map,map_start,,,0.000000,0.000000,759,0,326,851,39,94,3,37,1,0,0,0,0.000000,inf,inf,35,0.469297,0,inf,0,0.003156,0.000534,0.003718,0.023637
20.758728,1786670405.374400,1769605466.957787,1769605467.057767,map_start,map,map_start,,,0.000000,0.000000,859,0,361,947,39,90,3,37,1,0,0,0,0.000000,inf,inf,29,0.473552,0,inf,0,0.003268,0.000725,0.004025,0.024223
21.548394,1786670405.767410,1769605467.357737,1769605467.357737,map_start,map,map_start,,,0.000000,0.000000,923,0,395,1015,46,103,6,41,1,0,0,0,0.000000,inf,inf,39,0.473552,0,inf,0,0.002258,0.000508,0.002789,0.018257
